,title,vehicle_class,manufacturer,features,acquisition,price,storage_location,delivery_method,modifications,resale_flag,resale_price,race_availability,top_speed_in_game,based_on,seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
83,GTA 5: Albany Roosevelt Valor,Sports Classics,Albany,Passengers can hang on side,Legendary Motorsport,"$982,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$589,200	
	($751,365 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),Cadillac Town Sedan,6,"2,420	KG",RWD,4,"February 10, 2016",1.32 Be My Valentine,98.50 mph (158.52 km/h),1:16.406,No,1,1,2,1,1,"Speed
67.07","Acceleration
67.50","Braking
18.33","Handling
63.64","Overall
54.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-roosevelt-valor
84,GTA 5: Vapid Hotknife,Muscle,Vapid,Mystery Prize,Legendary Motorsport,"$90,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$54,000	
	($188,800 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"1934 Ford 3-Window Coupe, 1956 Rolls Royce Silver Wraith",2,700	KG,RWD,5,"September 17, 2013",1.01 Game Launch,109.50 mph (176.22 km/h),1:19.079,No,1,1,2,1,1,"Speed
75.12","Acceleration
75.00","Braking
14.33","Handling
56.06","Overall
55.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-hotknife
85,GTA 5: Emperor Vectre,Sports,Emperor,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Legendary Motorsport,"$1,785,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,071,000	
	($1,398,790 when fully upgraded)",Can be used in Races,92.27 mph (148.50 km/h),Lexus RC F,2,"1,765	KG",NA,8,"August 12, 2021",1.57 Los Santos Tuners,115.25 mph (185.48 km/h),1:03.463,No,1,1,2,1,1,"Speed
79.68","Acceleration
81.00","Braking
20.00","Handling
79.85","Overall
65.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/vectre
86,GTA 5: Enus Cognoscenti 55,Sedans,Enus,Has Variants,Legendary Motorsport,"$154,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$92,400	
	($224,150 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Bentley Continental Flying Spur, Mayback Type 57-62, Rover 75",4,"2,500	KG",RWD,5,"December 15, 2015",1.31 Executives and Other Criminals,112.50 mph (181.05 km/h),1:13.807,No,1,1,2,1,1,"Speed
77.80","Acceleration
66.25","Braking
19.00","Handling
66.25","Overall
57.32",https://www.gtabase.com//grand-theft-auto-v/vehicles/enus-cognoscenti-55
87,GTA 5: Gallivanter Baller ST,SUVs,Gallivanter,"Has Liveries, Has Trade Price",Legendary Motorsport,"$890,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$534,000	
	($718,120 when fully upgraded)",Can be used in Races,86.84 mph (139.75 km/h),Range Rover SVAutobiography,4,"2,370	KG",NA,7,"December 23, 2021",1.58 The Contract,112.00 mph (180.25 km/h),1:08.502,No,1,1,2,1,1,"Speed
74.98","Acceleration
75.63","Braking
23.33","Handling
66.67","Overall
60.15",https://www.gtabase.com//grand-theft-auto-v/vehicles/baller-st
88,GTA 5: Dinka Jester RR,Sports,Dinka,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Legendary Motorsport,"$1,970,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,182,000	
	($1,517,392 when fully upgraded)",Can be used in Races,94.76 mph (152.50 km/h),Toyota Supra,2,"1,575	KG",RWD,8,"July 20, 2021",1.57 Los Santos Tuners,125.00 mph (201.17 km/h),1:04.564,No,1,1,2,1,1,"Speed
81.82","Acceleration
82.28","Braking
28.33","Handling
78.48","Overall
67.73",https://www.gtabase.com//grand-theft-auto-v/vehicles/jester-rr
89,GTA 5: BF Surfer Custom,Vans,BF,Has Liveries,Southern S.A. Super Autos,"$590,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$354,000	
	($552,368 when fully upgraded)",Can be used in Races,62.14 mph (100.00 km/h),Volkswagen Type 2,4,"2,500	KG",RWD,4,"December 13, 2022",1.64 LS Drug Wars,69.75 mph (112.25 km/h),1:45.483,No,1,1,2,1,1,"Speed
53.65","Acceleration
25.00","Braking
10.00","Handling
46.96","Overall
33.90",https://www.gtabase.com//grand-theft-auto-v/vehicles/surfer-custom
90,GTA 5: Gallivanter Baller LE LWB,SUVs,Gallivanter,Has Variants,Legendary Motorsport,"$247,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$148,200	
	($279,950 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Range Rover SVAutobiography,4,"2,450	KG",NA,5,"December 15, 2015",1.31 Executives and Other Criminals,108.25 mph (174.21 km/h),1:14.735,No,1,1,2,1,1,"Speed
72.43","Acceleration
67.50","Braking
19.00","Handling
60.61","Overall
54.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/gallivanter-baller-le-lwb
91,GTA 5: JoBuilt Hauler Custom,Commercial,JoBuilt,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Towing Hitch",Warstock Cache & Carry,"$1,400,000",Bunker,Interaction Menu - Services,Point of Storage,Cannot be sold,NA,Cannot be used in Races,80.78 mph (130.00 km/h),Goliath from the 1982 TV series Knight Rider,2,"11,000	KG",RWD,5,"June 13, 2017",1.40 Gunrunning Pack,102.00 mph (164.15 km/h),1:19.241,Bullet resistant windows from all sides,69,24,59,12,6,"Speed
69.75","Acceleration
80.00","Braking
28.33","Handling
59.09","Overall
59.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/hauler-custom
92,GTA 5: Karin Kuruma (Armored),Sports,Karin,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Has Trade Price",Southern S.A. Super Autos,"$698,250",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$418,950	
	($548,550 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Mitsubishi Lancer Evo X, 2015 Subaru WRX STi",4,"3,200	KG",NA,6,"March 10, 2015",1.21 Heists DLC,109.75 mph (176.63 km/h),1:09.036,Bullet resistant windows from all sides,1,1,2,1,1,"Speed
78.87","Acceleration
77.50","Braking
16.67","Handling
74.24","Overall
61.82",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-kuruma-armored
93,GTA 5: Maibatsu Penumbra,Sports,Maibatsu,"Has Liveries, JDM Car, Mystery Prize",Can be stolen / found,"$24,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$14,400	
	($140,563 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Mitsubishi Eclipse, Audi TT",2,"1,400	KG",RWD,5,"September 17, 2013",1.01 Game Launch,105.25 mph (169.38 km/h),1:12.243,No,1,1,2,1,1,"Speed
75.12","Acceleration
55.00","Braking
26.67","Handling
68.18","Overall
56.24",https://www.gtabase.com//grand-theft-auto-v/vehicles/maibatsu-penumbra
94,GTA 5: Lampadati Corsita,Sports,Lampadati,Has Liveries,Legendary Motorsport,"$1,795,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,077,000	
	($1,277,665 when fully upgraded)",Can be used in Races,101.19 mph (162.85 km/h),Maserati MC20,2,"1,500	KG",RWD,6,"July 26, 2022",1.61 Criminal Enterprises,131.30 mph (211.31 km/h),1:02.262,No,1,1,2,1,1,"Speed
87.38","Acceleration
100.00","Braking
43.33","Handling
100.00","Overall
82.68",https://www.gtabase.com//grand-theft-auto-v/vehicles/corsita
95,GTA 5: Bravado Buffalo STX,Muscle,Bravado,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Imani Tech, Proximity Mines, Remote Control Unit, Unique Radar Icon, Weaponized Vehicle",Southern S.A. Super Autos,"$2,150,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,290,000	
	($1,986,545 when fully upgraded)",Can be used in Races,99.11 mph (159.50 km/h),2015 Dodge Charger,4,"1,800	KG",RWD,8,"December 15, 2021",1.58 The Contract,126.25 mph (203.18 km/h),1:03.463,Bullet resistant windows; Needs Armor Plating upgrade for maximum resistance to explosive,12,4,10,2,1,"Speed
85.58","Acceleration
85.63","Braking
31.67","Handling
78.18","Overall
70.26",https://www.gtabase.com//grand-theft-auto-v/vehicles/buffalo-stx
96,GTA 5: Pegassi Zentorno,Super,Pegassi,"Bulletproof - Rear, Hybrid Vehicle",Legendary Motorsport,"$725,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$435,000	
	($586,250 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),Lamborghini Veneno/Lamborghini Sesto Elemento/Lamborghini Aventador,2,"1,500	KG",NA,6,"May 13, 2014",1.13 High Life,122.00 mph (196.34 km/h),1:00.960,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
85.31","Acceleration
88.75","Braking
33.33","Handling
80.30","Overall
71.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-zentorno
97,GTA 5: Hijak Ruston,Sports,Hijak,Mystery Prize,Legendary Motorsport,"$430,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$258,000	
	($427,250 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),"VUHL 05, KTM X-Bow",2,800	KG,RWD,5,"March 21, 2017",1.38 Special Vehicle Circuit,116.25 mph (187.09 km/h),1:08.103,No,1,1,2,1,1,"Speed
79.41","Acceleration
81.25","Braking
40.00","Handling
81.96","Overall
70.65",https://www.gtabase.com//grand-theft-auto-v/vehicles/hijak-ruston
98,GTA 5: Declasse Vigero,Muscle,Declasse,,Can be stolen / found,"$21,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$12,600	
	($120,838 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Chevy Camaro, Plymouth Barracuda",2,"1,800	KG",RWD,5,"September 17, 2013",1.01 Game Launch,112.00 mph (180.25 km/h),1:12.673,No,1,1,2,1,1,"Speed
75.12","Acceleration
72.50","Braking
26.67","Handling
62.12","Overall
59.10",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-vigero
99,GTA 5: Ocelot Pariah,Sports,Ocelot,Has Liveries,Legendary Motorsport,"$1,420,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$852,000	
	($1,028,115 when fully upgraded)",Can be used in Races,96.37 mph (155.10 km/h),Aston Martin V12 Zagato & Ferrari 812 Superfast,2,"1,500	KG",RWD,6,"December 12, 2017",1.42 The Doomsday Heist,136.00 mph (218.87 km/h),1:00.828,No,1,1,2,1,1,"Speed
83.22","Acceleration
80.25","Braking
33.33","Handling
79.55","Overall
69.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-pariah
100,GTA 5: Obey Omnis,Sports,Obey,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$701,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$420,600	
	($580,025 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),"Audi Quattro, Alfa Romeo Alfetta GT Coupe, Fiat 131 Rally, Toyota MR2",2,"1,090	KG",NA,5,"July 12, 2016",1.35 Cunning Stunts,112.50 mph (181.05 km/h),1:07.168,No,1,1,2,1,1,"Speed
81.56","Acceleration
76.25","Braking
33.33","Handling
64.85","Overall
64.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/obey-omnis
101,GTA 5: JoBuilt Phantom Custom,Commercial,JoBuilt,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Towing Hitch",Warstock Cache & Carry,"$1,225,000",Bunker,Interaction Menu - Services,Point of Storage,Cannot be sold,NA,Cannot be used in Races,80.78 mph (130.00 km/h),Peterbilt 359 EXHD,5,"12,000	KG",RWD,5,"June 13, 2017",1.40 Gunrunning Pack,103.50 mph (166.57 km/h),1:21.069,Bullet resistant windows from all sides,69,24,59,12,6,"Speed
69.75","Acceleration
75.00","Braking
28.33","Handling
62.12","Overall
58.80",https://www.gtabase.com//grand-theft-auto-v/vehicles/jobuilt-phantom-custom
102,GTA 5: Ocelot F620,Coupes,Ocelot,Mystery Prize,Can be stolen / found,"$80,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$48,000	
	($152,013 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Jaguar XK, Maserati GranTurismo",2,"1,800	KG",RWD,6,"September 17, 2013",1.01 Game Launch,117.50 mph (189.10 km/h),1:11.171,No,1,1,2,1,1,"Speed
77.80","Acceleration
60.00","Braking
30.00","Handling
75.76","Overall
60.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-f620
103,GTA 5: Schyster Fusilade,Sports,Schyster,,Can be stolen / found,"$36,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$21,600	
	($132,363 when fully upgraded)",Can be used in Races,92.58 mph (149.00 km/h),Chrysler Crossfire,2,"1,500	KG",RWD,6,"September 17, 2013",1.01 Game Launch,117.75 mph (189.50 km/h),1:08.652,No,1,1,2,1,1,"Speed
79.95","Acceleration
80.00","Braking
30.00","Handling
74.24","Overall
66.05",https://www.gtabase.com//grand-theft-auto-v/vehicles/schyster-fusilade
104,GTA 5: Vapid Caracara 4x4,Off-Road,Vapid,Has Liveries,Southern S.A. Super Autos,"$875,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$525,000	
	($707,925 when fully upgraded)",Can be used in Races,85.75 mph (138.00 km/h),Ford F-150,4,"2,480	KG",NA,6,"July 23, 2019",1.48 Diamond Casino & Resort,103.25 mph (166.16 km/h),1:10.538,No,1,1,2,1,1,"Speed
74.04","Acceleration
67.50","Braking
10.00","Handling
62.12","Overall
53.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/caracara-4x4
105,GTA 5: Invetero Coquette BlackFin,Muscle,Invetero,Removable Roof,Legendary Motorsport,"$695,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$417,000	
	($487,300 when fully upgraded)",Can be used in Races,93.83 mph (151.00 km/h),"1957 Corvette Hardtop, Roadster Shop Corvette, Austin-Healey",2,"1,400	KG",RWD,4,"July 8, 2015",1.28 Ill-Gotten Gains Part 2,114.25 mph (183.87 km/h),1:09.803,No,1,1,2,1,1,"Speed
81.02","Acceleration
85.00","Braking
16.67","Handling
69.70","Overall
63.10",https://www.gtabase.com//grand-theft-auto-v/vehicles/invetero-coquette-blackfin
106,GTA 5: Western Gargoyle,Motorcycles,Western,"Has Liveries, Has Variants, Has Trade Price",Southern S.A. Super Autos,"$120,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$72,000	
	($221,550 when fully upgraded)",Can be used in Races,91.34 mph (147.00 km/h),2015 Indian Scout,2,135	KG,RWD,4,"July 12, 2016",1.35 Cunning Stunts,125.00 mph (201.17 km/h),1:02.628,No,1,1,2,1,1,"Speed
78.87","Acceleration
78.13","Braking
36.67","Handling
68.18","Overall
65.46",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-gargoyle
107,GTA 5:  Endurex Race Bike,Cycles,NA,Mystery Prize,Can be stolen / found,"$10,000",Garage (Personal Vehicle),Mechanic,Cannot be modified,Cannot be sold,NA,Can be used in Races,39.15 mph (63.00 km/h),Pinarello Dogma,1,110	KG,RWD,NA,"September 17, 2013",1.01 Game Launch,47.00 mph (75.64 km/h),2:08.393,No,1,1,2,1,1,"Speed
33.80","Acceleration
16.88","Braking
41.67","Handling
28.03","Overall
30.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/endurex-race-bike
108,GTA 5: Declasse Mamba,Sports Classics,Declasse,"Has Liveries, Removable Roof",Legendary Motorsport,"$995,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$597,000	
	($731,275 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),Shelby Cobra (AC Cobra),2,"1,160	KG",RWD,4,"December 15, 2015",1.31 Executives and Other Criminals,117.00 mph (188.29 km/h),1:12.372,No,1,1,2,1,1,"Speed
79.41","Acceleration
85.00","Braking
16.67","Handling
75.76","Overall
64.21",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-mamba
109,GTA 5: Pegassi Bati 801,Motorcycles,Pegassi,"Has Variants, Mystery Prize",Southern S.A. Super Autos,"$15,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$9,000	
	($63,900 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),Ducati 848,2,230	KG,RWD,6,"September 17, 2013",1.01 Game Launch,135.00 mph (217.26 km/h),0:58.625,No,1,1,2,1,1,"Speed
80.48","Acceleration
75.00","Braking
46.67","Handling
70.30","Overall
68.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-bati-801
110,GTA 5: Canis Seminole Frontier,SUVs,Canis,Has Liveries,Southern S.A. Super Autos,"$678,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$406,800	
	($587,735 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),2nd Generation Jeep Cherokee (XJ),4,"2,200	KG",NA,4,"August 11, 2020",1.51 LS Summer Special,100.00 mph (160.93 km/h),1:17.079,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
26.67","Handling
60.61","Overall
51.76",https://www.gtabase.com//grand-theft-auto-v/vehicles/seminole-frontier
111,GTA 5: JoBuilt Mammatus,Planes,JoBuilt,"Armored Vehicle, Bulletproof - Rear, Has Liveries, Mystery Prize",Elitás Travel,"$300,000",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Can be used in Races,155.34 mph (250.00 km/h),Cessna 172 Skyhawk,4,"2,000	KG",RWD,NA,"September 17, 2013",1.01 Game Launch,132.25 mph (212.84 km/h),0:56.721,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
63.00","Acceleration
22.00","Braking
15.00","Handling
47.00","Overall
36.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/jobuilt-mammatus
112,GTA 5: Vulcar Fagaloa,Sports Classics,Vulcar,"Has Liveries, Mystery Prize",Southern S.A. Super Autos,"$335,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$201,000	
	($378,775 when fully upgraded)",Can be used in Races,74.56 mph (120.00 km/h),"Volvo Amazon Wagon,Chevrolet Nomad , 1957 Pontiac Safari Wagon, Volkswagen 1600 Squareback",2,"1,100	KG",RWD,3,"March 20, 2018",1.43 Southern SA Super Sport Series,87.50 mph (140.82 km/h),1:19.214,No,1,1,2,1,1,"Speed
64.39","Acceleration
52.50","Braking
25.83","Handling
71.97","Overall
53.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/vulcar-fagaloa
113,GTA 5: Vapid Minivan,Vans,Vapid,"Has Variants, Mystery Prize",Can be stolen / found,"$30,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$18,000	
	($84,100 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),"Ford Windstar, Dodge Caravan",4,"2,000	KG",NA,4,"September 17, 2013",1.01 Game Launch,94.75 mph (152.48 km/h),1:23.716,No,1,1,2,1,1,"Speed
67.07","Acceleration
37.50","Braking
13.33","Handling
57.58","Overall
43.87",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-minivan
114,GTA 5: Enus Cognoscenti,Sedans,Enus,"Has Variants, Mystery Prize",Legendary Motorsport,"$254,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$152,400	
	($284,150 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Bentley Continental Flying Spur, Mayback Type 57-62, Rover 75",4,"2,700	KG",RWD,5,"December 15, 2015",1.31 Executives and Other Criminals,110.00 mph (177.03 km/h),1:16.410,No,1,1,2,1,1,"Speed
75.12","Acceleration
65.00","Braking
18.33","Handling
63.64","Overall
55.52",https://www.gtabase.com//grand-theft-auto-v/vehicles/enus-cognoscenti
115,GTA 5: Western Powersurge,Motorcycles,Western,Electric Vehicle,Legendary Motorsport,"$1,605,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$963,000	
	($1,046,240 when fully upgraded)",Can be used in Races,79.66 mph (128.20 km/h),2019 Harley-Davidson LiveWire,1,255	KG,RWD,1,"December 29, 2022",1.64 LS Drug Wars,130.00 mph (209.21 km/h),0:55.371,No,1,1,2,1,1,"Speed
68.79","Acceleration
100.00","Braking
43.33","Handling
71.67","Overall
70.95",https://www.gtabase.com//grand-theft-auto-v/vehicles/powersurge
116,GTA 5: Western Company Besra,Planes,Western Company,"Armored Vehicle, Bulletproof - Rear, Fighter Jet",Elitás Travel,"$1,150,000",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Can be used in Races,204.18 mph (328.60 km/h),"Northrop F-5 Freedom Fighter, Casa C-101, Aero L-39, Hongdu JL-8",1,"8,000	KG",NA,NA,"August 19, 2014",1.16 SA Flight School,189.25 mph (304.57 km/h),0:38.334,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
79.00","Acceleration
100.00","Braking
89.50","Handling
71.50","Overall
85.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-company-besra
117,GTA 5: BF Weevil,Compacts,BF,"Has Liveries, Has Variants, Has Trade Price",Bonus Reward,"$870,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$522,000	
	($722,403 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Volkswagen Beetle,2,820	KG,RWD,4,"December 22, 2020",1.52 Cayo Perico Heist,102.25 mph (164.56 km/h),1:16.344,No,1,1,2,1,1,"Speed
72.43","Acceleration
47.00","Braking
8.67","Handling
53.94","Overall
45.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/weevil
118,GTA 5: Enus Windsor Drop,Coupes,Enus,"Convertible - Soft-top, Has Liveries, Has Variants",Legendary Motorsport,"$900,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$540,000	
	($671,750 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),Rolls-Royce Ghost & Rolls-Royce Dawn,4,"3,000	KG",RWD,5,"June 7, 2016",1.34 Further Adventures in Finance and Felony,118.00 mph (189.90 km/h),1:13.573,No,1,1,2,1,1,"Speed
80.48","Acceleration
69.75","Braking
23.33","Handling
66.67","Overall
60.06",https://www.gtabase.com//grand-theft-auto-v/vehicles/enus-windsor-drop
119,GTA 5: Vapid Radius,SUVs,Vapid,,Can be stolen / found,"$32,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$19,200	
	($85,300 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Ford Edge,4,"2,400	KG",NA,5,"September 17, 2013",1.01 Game Launch,104.50 mph (168.18 km/h),1:14.906,No,1,1,2,1,1,"Speed
75.12","Acceleration
50.00","Braking
26.67","Handling
68.18","Overall
54.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-radius
120,GTA 5: Coil Cyclone,Super,Coil,"Electric Vehicle, Has Liveries, Has Variants",Legendary Motorsport,"$1,890,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,134,000	
	($1,255,755 when fully upgraded)",Can be used in Races,98.18 mph (158.00 km/h),"Koenigsegg Agera, Noble M600, Rimac Concept S",2,"1,800	KG",NA,1,"November 14, 2017",1.41 Smuggler's Run,116.25 mph (187.09 km/h),1:01.863,No,1,1,2,1,1,"Speed
83.17","Acceleration
100.00","Braking
40.00","Handling
68.00","Overall
72.79",https://www.gtabase.com//grand-theft-auto-v/vehicles/coil-cyclone
121,GTA 5: Coil Brawler,Off-Road,Coil,Float on Water,Legendary Motorsport,"$715,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$429,000	
	($565,950 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Local Motors Rally Fighter,2,"2,100	KG",NA,5,"July 8, 2015",1.28 Ill-Gotten Gains Part 2,117.75 mph (189.50 km/h),1:10.205,No,1,1,2,1,1,"Speed
72.43","Acceleration
62.50","Braking
20.67","Handling
56.06","Overall
52.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/coil-brawler
122,GTA 5: Vapid Dominator GTX,Muscle,Vapid,,Southern S.A. Super Autos,"$725,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$435,000	
	($626,613 when fully upgraded)",Can be used in Races,90.41 mph (145.50 km/h),"2015-present Ford Mustang, seventh generation Dodge Charger, 2016-present Chevrolet Camaro ZL1, Ford Mustang GTT",2,"1,670	KG",RWD,5,"May 8, 2018",1.43 Southern SA Super Sport Series,108.50 mph (174.61 km/h),1:08.737,No,1,1,2,1,1,"Speed
78.07","Acceleration
83.75","Braking
16.67","Handling
77.88","Overall
64.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-dominator-gtx
123,GTA 5: Nagasaki Stryder,Motorcycles,Nagasaki,"Has Liveries, Has Trade Price",Legendary Motorsport,"$670,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$402,000	
	($554,100 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Lazareth Triazuma,2,401	KG,RWD,6,"March 5, 2020",1.49 Diamond Casino Heist,101.50 mph (163.35 km/h),1:06.334,No,1,1,2,1,1,"Speed
69.75","Acceleration
90.00","Braking
40.00","Handling
74.24","Overall
68.50",https://www.gtabase.com//grand-theft-auto-v/vehicles/stryder
124,GTA 5: Grotti Turismo Classic,Sports Classics,Grotti,"Has Liveries, HSW Performance Upgrade",Legendary Motorsport,"$705,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$423,000	
	($1,124,325 when fully upgraded)",Can be used in Races,94.76 mph (152.50 km/h),"Ferrari F40, Testarossa, 348",2,"1,100	KG",RWD,6,"April 4, 2017",1.38 Special Vehicle Circuit,120.75 mph (194.33 km/h),1:04.599,No,1,1,2,1,1,"Speed
81.82","Acceleration
85.00","Braking
16.67","Handling
80.30","Overall
65.95",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-turismo-classic
